row_id,id,text,document_id,location_id,sentence_id,title,forename,surname,pubyear,gender,text_sentence,text_location,lat,lon,Fiction/Non fiction,Genre 1,Genre 2,2nd Author - FN,2nd Author - SN,2nd Author - Gen,location_focus,sentiment,sentiment_score,refined_sentiment,final_sentiment
2161,6354,Roslin,7,1166,6354,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,"Although every step that is taken at Roslin is suggestive of a desirable stand-point for a sketch, yet I have no sooner arrived at this spot than I feel it to be a place where ninety-nine out of every hundred artists and sketchers who have visited Roslin must infallibly have pitched their tents, umbrellas, or camp-stools, and have worked with a will at this beautiful landscape, whose pictured form will convey to the spectator so clear an idea of the spot, and of the relative positions of its three chief attractions. And yet, among the many delineations of Roslin with which I am familiar, I do not know one that is a representative of this particular view. Mr. Billings has certainly given a woodcut of this north-eastern aspect of the chapel; and a similar view has been painted (and engraved) by P. Gibson; but I know not of any published view that comprises the Castle, Chapel, and Glen, as seen from this point.
    ",Roslin,55.8573318,-3.1674351,fiction,adventure,0,0,0,0,TRUE,Positive,0.3,Positive,Positive
2185,6372,Roslin,7,1166,6372,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,"On our way back through these beautiful walks, and down by the ' sweet glen and greenwood tree,' we may notice the prevalence of caves in the rocks that overhang the stream. The chief of these are the caves of Gorton, midway between Hawthornden and Roslin, and on tbe farther side of the stream. They are carved high up in a precipitous rock ; and as we look at them from these Roslin walks, they appear inaccessible.
    ",Roslin,55.8573318,-3.1674351,fiction,adventure,0,0,0,0,TRUE,Positive,0.2,Positive,Positive
2218,6411,Roslin,7,1166,6411,A Tour in Tartan-Land, Cuthbert,Bede,1863-01-01,m,"We can easily understand, however, how readily the poet's thoughts would be attuned to healthier sentiments by the scenery and soUtude of Hawthornden. It has been well said by Mr. Chambers—and I quote the passage that I may also give bis opinion as to the surpassing loveliness of the Esk scenery from Roslin to Hawthornden—'If beautiful and romantic scenery could create or nurse the genius of a poet, Drummond was peculiarly blessed with means of inspiration. In all Scotland there is no spot more finely varied, more rich, graceful, or luxuriant, than the cliffs, caves, and wooded banks of the river Esk, and the classic shades of Hawthornden.
    ",Roslin,55.8573318,-3.1674351,fiction,adventure,0,0,0,0,TRUE,Positive,0.4,Positive,Positive
2255,6465,Leith,8,212,6465,"Story of a Stolen Heir, vol. 1", James Glass,Bertram,1858-01-01,m,"The nuptials of Lord Bruntsfield were only a convenience—that is, he gave his hand to the beautiful Miss Weddel, the rich daughter of a Leith merchant, for a large consideration in ready-money—a commodity which happened to be a particular want of his lordship's at the time. So aU parties were satisfied.
    ",Leith,55.9757865,-3.1680197,,,,,,,TRUE,Positive,0.4,Positive,Positive
2351,6605,Waterloo Place,8,1632,6605,"Story of a Stolen Heir, vol. 1", James Glass,Bertram,1858-01-01,m,"When the massive gates of the Calton Jail swung behind Mr. LiddeU, after his inter- view with Brookman, he was too much ex- cited, and too exultant, to go direct into the city along the crowded thoroughfare of Waterloo Place ; but almost running, he crossed quickly over the road and disap- peared down by the Low Calton, where, in a few minutes, he was snugly seated in the quiet back parlour of a small but respectable public-house, kept by a person he patronised—Widow Nicol.
    ",Waterloo Place,55.9536,-3.1854,,,,,,,TRUE,Positive,0,Neutral,Neutral
2503,6852,Habbie's Howe,9,1685,6852,"Story of a Stolen Heir, vol. 2", James Glass,Bertram,1858-01-01,m,"Habbie's Howe is a lovely spot, and it was with no ordinary love of the beautiful that Constantine gazed on the scene. He had descended the winding road, admiring the luxuriant vegetation, to the haugh, upon which stands that tree with that ugly ticket about "" trespassers.""
    ",Habbie's Howe,55.842957,-3.300606,non-fiction,travel,0,0,0,0,TRUE,Positive,0.3,Positive,Positive
2547,6962,Haymarket,10,686,6962,"Story of a Stolen Heir, vol. 3", James Glass,Bertram,1858-01-01,m,"The Haymarket was so crowded with carriages and pedestrians as to be almost impassable. From seven o'clock to the present hour, past ten, one continuous stream of people had swept into it.
    ",Haymarket,55.9443862,-3.2187438,,,,,,,TRUE,Negative,-0.1,Negative,Neutral
2783,7792,Edinburgh,11,91,7792,Early Travellers in Scotland, Peter Hume,Brown,1891-01-01,m,"Dunbar.—Dombarre is situated on the seashore ten leagues distant from Edinburgh on the side of Lothian (du coste de Zodient), and in such an excellent tract of country, and accommodated with so many of the good things which profit the life of man, that if the town were enclosed with walls (since a harbour could easily be made and at little cost) we might reckon it among the most beautiful towns in the isles of the ocean. And as for its castle, it is a very handsome and strong place built on a lofty rock on the edge of the sea, very difficult of approach, and on which so much art has been displayed, that few places are to be found anywhere at the present time, which are by nature more commodious, less exposed to battery, and all other methods of storming, than this castle, which, besides, is sufficiently near Ladres,1 Douglas,2 Edimton,3 Esmons,4 Fauxcastel, and on the road of Berraic, and Roussebroa,5 in Scotland.
    ",Edinburgh,55.949428,-3.192704,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.2,Positive,Positive
3095,8863,Leith,11,212,8863,Early Travellers in Scotland, Peter Hume,Brown,1891-01-01,m,"Am. Yes surely there is; for we now discover the pleasant shores of beautiful Brunt-Island, guarded with rocks that front the harbour and pier of Leith ; over whose rubified sands we must plough the ocean, to those delectable flourishing ports ; provided the vessel be tite and unleaky, as questionless this is, design'd for our passage.
    ",Leith,55.9757865,-3.1680197,fiction,historical fiction,0,0,0,0,TRUE,Positive,0.6,Positive,Positive
3464,9718,Edinburgh,12,91,9718,House of Achendaroch: an Old Maid's Story, Mary Emily,Cameron,1878-01-01,f,"After some peaceful years by the side of a slow-flowing earthly river ; among green fields, spreading trees, rich fruits and fine flowers, with nothing to remind him of his old home but the Malvern hills ; with frequent visits to Sir Francis at Holly Mount, kept for Frank MacRae to inherit, occasional ones to Edinburgh with his daughter, to his oldest and truest love; and Avith the sound of church bells daily in his ear, with holy services to help him on the onward path to his long home, Charles MacRae's journey of life was ended.
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.2,Neutral,Neutral
3907,10905,Tolbooth,15,949,10905,Renegade, James,Chalmers,1895-01-01,m,"which Stam had rendered him in enabling him to escape from the Tolbooth was no slight obligation, however little intended. He was further convinced that the arch-traitor was Lewthwaite, in whom, destroyed in his own snare, was removed his most inveterate and dangerous foe.
    ",Tolbooth,55.949616,-3.191541,fiction,crime and mystery,0,0,0,0,TRUE,Positive,0.1,Neutral,Neutral
3973,11178,Moray Place,16,539,11178,Abroad. Journal of a Tour Through Great Britain and on the Continent, James Henry,Coghill,1868-01-01,m,"12th.—AVe spent a part of the morning in driving through some of the fashionable streets, passing around Moray Place, and were favorably impressed with the general appearance of the residences. Edinburgh is certainly a very beautiful city.
    ",Moray Place,55.9541541,-3.2090472,,,,,,,TRUE,Positive,0.5,Positive,Positive
3976,11179,Edinburgh,16,91,11179,Abroad. Journal of a Tour Through Great Britain and on the Continent, James Henry,Coghill,1868-01-01,m,"12th.—AVe spent a part of the morning in driving through some of the fashionable streets, passing around Moray Place, and were favorably impressed with the general appearance of the residences. Edinburgh is certainly a very beautiful city. The old and new parts are divided by a deep ravine, through which the railway
    ",Edinburgh,55.949428,-3.192704,,,,,,,TRUE,Positive,0.3,Positive,Positive
4006,12505,Edinburgh,17,91,12505,Curly. An Actor's Story, John,Coleman,1885-01-01,m,"straight to M'Allister's house, and asked to see Flora. The old man was characteristically insolent-, and demanded to know ' what the blazes he wanted with his daughter ?' A little insolence went a long way with Jamieson, who could be dangerous when he was angered, and Mr. M'Allister concluded it was best to be civil, and even vouchsafed the information that his daughter had gone to Edinburgh on a visit to her aunt. Upon the subject uppermost in both men's hearts they did not even touch.
    ",Edinburgh,55.949428,-3.192704,fiction,crime and mystery,0,0,0,0,TRUE,Negative,-0.1,Negative,Neutral
4148,13200,Linlithgow Palace,19,2998,13200,A Holiday Tour in Europe, Joel,Cook,1879-01-01,m,"It passes through many historical and romantic scenes, whose tales in song or story, as indeed the history of the entire route described, have been told by Sir Walter Scott. It passes Coilantogle Ford, where Roderick Dhu, having chivalrously conducted Fitz James thus far in safety, according to promise, challenged him to mortal combat ; then goes through the land made famous by the exploits of Rob Roy ; then leaving the Highlands for the Lowlands, passes the famous Castle of Donne and Abbey Craig, with its monument to William Wallace ; next goes over the bridge of Allan and into Stirling, and alongside the ruins of Stirling Castle, the most famous castle of Scotland ; then over the battlefield of Bannockburn, the Bannock River being a peaceful brook running between gently-sloping green banks, with but enough water to cover its pebbly bed ; through Falkirk and by the ruins of Linlithgow Palace, into the ravine through Edinburgh, landing its passengers almost beneath the walls of Edinburgh Castle and Holyrood. The route ended amid the green and highly-cultivated fields of the rich and level country near Edinburgh, and the puny, hairy cattle of the Highlands were quickly exchanged for the fat ones of the Lowlands; whilst arriving in the modern Athens, and landing at the Waverley Bridge, I found that I had to unlearn the lessons taught me in school, for all the kilted and breeked Scots and people who ought to know were pronouncing the name of Edinburgh as if it was written Edinborough.
    ",Linlithgow Palace,55.978079,-3.600952,fiction,crime and mystery,0,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
4151,13201,Edinburgh,19,91,13201,A Holiday Tour in Europe, Joel,Cook,1879-01-01,m,"It passes through many historical and romantic scenes, whose tales in song or story, as indeed the history of the entire route described, have been told by Sir Walter Scott. It passes Coilantogle Ford, where Roderick Dhu, having chivalrously conducted Fitz James thus far in safety, according to promise, challenged him to mortal combat ; then goes through the land made famous by the exploits of Rob Roy ; then leaving the Highlands for the Lowlands, passes the famous Castle of Donne and Abbey Craig, with its monument to William Wallace ; next goes over the bridge of Allan and into Stirling, and alongside the ruins of Stirling Castle, the most famous castle of Scotland ; then over the battlefield of Bannockburn, the Bannock River being a peaceful brook running between gently-sloping green banks, with but enough water to cover its pebbly bed ; through Falkirk and by the ruins of Linlithgow Palace, into the ravine through Edinburgh, landing its passengers almost beneath the walls of Edinburgh Castle and Holyrood. The route ended amid the green and highly-cultivated fields of the rich and level country near Edinburgh, and the puny, hairy cattle of the Highlands were quickly exchanged for the fat ones of the Lowlands; whilst arriving in the modern Athens, and landing at the Waverley Bridge, I found that I had to unlearn the lessons taught me in school, for all the kilted and breeked Scots and people who ought to know were pronouncing the name of Edinburgh as if it was written Edinborough.
    ",Edinburgh,55.949428,-3.192704,fiction,crime and mystery,0,0,0,0,TRUE,Positive,0.2,Neutral,Neutral
